i,j,val,ci,cj
54,121,2.37e-03,0,1
54,128,1.56e-05,0,1
54,162,2.62e-03,0,1
55,25,2.27e-08,0,0
55,127,9.96e-04,0,1
55,130,2.66e-03,0,1
55,162,1.89e-08,0,1
55,164,1.35e-03,0,1
56,133,2.07e-04,0,1
56,169,4.77e-03,0,1
56,187,2.51e-05,0,1
57,126,1.77e-03,0,1
57,152,1.20e-03,0,1
57,165,2.03e-03,0,1
58,59,1.68e-04,0,0
58,80,4.83e-03,0,0
59,23,4.75e-03,0,0
59,67,2.53e-04,0,0
59,102,1.15e-06,0,0
60,11,8.02e-07,0,0
60,35,4.94e-03,0,0
60,38,1.53e-08,0,0
60,73,5.42e-05,0,0
61,5,2.73e-03,0,0
61,6,3.55e-07,0,0
61,28,2.48e-04,0,0
61,83,1.97e-10,0,0
61,90,2.02e-03,0,0
62,57,4.97e-03,0,0
62,108,3.18e-05,0,0
63,7,6.84e-04,0,0
63,31,2.68e-04,0,0
63,32,3.97e-03,0,0
63,101,7.65e-05,0,0
64,140,8.64e-09,0,1
64,146,3.75e-03,0,1
64,153,1.25e-03,0,1
65,118,3.04e-03,0,1
65,124,6.33e-04,0,1
65,153,1.47e-08,0,1
65,167,4.15e-10,0,1
65,183,6.06e-04,0,1
65,196,7.17e-04,0,1
66,66,3.91e-07,0,0
66,82,2.26e-05,0,0
66,96,4.98e-03,0,0
67,53,1.07e-03,0,0
67,71,4.93e-10,0,0
67,81,2.31e-06,0,0
67,84,2.08e-07,0,0
67,98,3.85e-03,0,0
67,110,7.58e-05,0,0
68,52,4.80e-03,0,0
68,80,8.08e-05,0,0
68,112,1.18e-04,0,0
69,118,6.68e-05,0,1
69,158,8.26e-08,0,1
69,177,3.82e-03,0,1
69,184,1.11e-03,0,1
70,3,4.97e-03,0,0
70,57,3.22e-05,0,0
70,97,2.36e-08,0,0
71,123,8.05e-07,0,1
71,167,1.57e-04,0,1
71,170,2.38e-09,0,1
71,190,3.43e-03,0,1
71,197,1.41e-03,0,1
72,95,2.16e-03,0,0
72,106,2.84e-03,0,0
73,19,2.72e-04,0,0
73,37,3.35e-03,0,0
73,54,1.38e-03,0,0
74,39,4.07e-03,0,0
74,66,9.25e-04,0,0
74,82,5.71e-08,0,0
74,114,6.12e-10,0,0
75,0,7.40e-04,0,0
75,25,4.26e-03,0,0
76,13,3.47e-04,0,0
76,22,3.37e-06,0,0
76,40,1.99e-06,0,0
76,42,4.65e-03,0,0
76,48,6.07e-08,0,0
77,39,9.22e-04,0,0
77,114,4.08e-03,0,0
78,12,4.97e-10,0,0
78,51,4.67e-05,0,0
78,93,4.95e-03,0,0
79,52,1.96e-04,0,0
79,80,7.52e-09,0,0
79,112,4.80e-03,0,0
80,23,2.56e-04,0,0
80,102,4.74e-03,0,0
81,123,2.17e-09,0,1
81,140,4.31e-03,0,1
81,170,6.95e-04,0,1
82,66,3.02e-06,0,0
82,82,4.98e-03,0,0
82,96,2.09e-05,0,0
83,5,9.56e-04,0,0
83,6,2.63e-08,0,0
83,28,3.39e-08,0,0
83,74,4.04e-03,0,0
83,90,4.61e-10,0,0
84,118,4.87e-05,0,1
84,123,1.55e-07,0,1
84,124,4.36e-03,0,1
84,140,1.25e-08,0,1
84,153,3.04e-05,0,1
84,167,5.33e-10,0,1
84,183,2.24e-05,0,1
84,196,5.40e-04,0,1
85,7,5.76e-05,0,0
85,13,1.06e-10,0,0
85,31,1.54e-05,0,0
85,32,4.62e-08,0,0
85,42,1.29e-05,0,0
85,59,4.83e-03,0,0
85,80,8.41e-05,0,0
86,5,1.77e-10,0,0
86,6,3.34e-03,0,0
86,28,1.66e-03,0,0
87,162,1.58e-04,0,1
87,167,4.84e-03,0,1
87,190,5.69e-08,0,1
88,18,7.45e-06,0,0
88,27,4.99e-03,0,0
89,3,1.62e-09,0,0
89,9,6.02e-08,0,0
89,24,5.00e-03,0,0
89,56,1.07e-08,0,0
90,5,1.31e-03,0,0
90,6,1.52e-03,0,0
90,28,2.48e-05,0,0
90,74,6.50e-04,0,0
90,77,1.49e-03,0,0
91,24,2.71e-06,0,0
91,53,3.93e-03,0,0
91,56,3.62e-05,0,0
91,152,1.03e-03,0,1
92,13,4.65e-03,0,0
92,40,1.99e-05,0,0
92,42,3.35e-04,0,0
93,69,4.97e-04,0,0
93,99,8.43e-04,0,0
93,104,8.05e-06,0,0
93,107,3.65e-03,0,0
94,25,1.47e-10,0,0
94,127,4.63e-06,0,1
94,130,3.10e-10,0,1
94,162,2.11e-03,0,1
94,164,2.89e-03,0,1
95,65,2.00e-04,0,0
95,84,4.73e-03,0,0
95,98,6.71e-05,0,0
96,83,4.99e-03,0,0
96,90,5.56e-06,0,0
96,96,7.03e-07,0,0
97,172,3.06e-04,0,1
97,190,1.54e-03,0,1
97,197,3.15e-03,0,1
98,123,5.87e-04,0,1
98,124,9.84e-06,0,1
98,140,6.87e-04,0,1
98,153,3.72e-03,0,1
98,196,4.81e-09,0,1
99,0,5.15e-05,0,0
99,25,6.36e-06,0,0
99,158,3.72e-03,0,1
99,173,1.23e-03,0,1
99,177,2.20e-08,0,1
100,2,9.24e-06,0,0
100,75,4.99e-03,0,0
101,29,1.86e-05,0,0
101,50,2.70e-03,0,0
101,55,1.52e-03,0,0
101,94,7.61e-04,0,0
102,25,1.20e-07,0,0
102,41,8.89e-10,0,0
102,53,6.30e-10,0,0
102,64,3.74e-03,0,0
102,81,1.26e-03,0,0
102,98,6.77e-08,0,0
103,6,9.17e-06,0,0
103,22,1.51e-04,0,0
103,28,2.91e-03,0,0
103,42,1.50e-07,0,0
103,48,1.93e-03,0,0
104,0,3.26e-03,0,0
104,25,6.50e-04,0,0
104,41,9.88e-04,0,0
104,64,9.74e-05,0,0
105,3,3.32e-05,0,0
105,9,4.32e-03,0,0
105,56,6.48e-04,0,0
106,65,4.79e-03,0,0
106,84,2.10e-04,0,0
107,0,9.45e-04,0,0
107,25,8.55e-05,0,0
107,64,1.40e-10,0,0
107,158,1.94e-04,0,1
107,173,3.78e-03,0,1
107,177,3.23e-10,0,1
108,56,2.75e-08,0,0
108,126,3.23e-03,0,1
108,152,6.49e-09,0,1
108,165,1.77e-03,0,1
109,25,1.44e-10,0,0
109,41,4.01e-03,0,0
109,64,9.87e-04,0,0
110,123,4.41e-03,0,1
110,140,8.13e-06,0,1
110,167,2.38e-06,0,1
110,170,1.09e-04,0,1
110,190,3.17e-05,0,1
110,197,4.35e-04,0,1
111,7,8.53e-04,0,0
111,31,4.14e-03,0,0
111,32,3.13e-08,0,0
111,42,3.44e-06,0,0
112,99,3.54e-07,0,0
112,104,4.07e-03,0,0
112,107,9.32e-04,0,0
113,2,4.99e-03,0,0
113,30,7.18e-06,0,0
113,69,2.25e-06,0,0
113,75,1.17e-10,0,0
114,39,3.80e-06,0,0
114,66,4.07e-03,0,0
114,133,2.08e-05,0,1
114,165,8.95e-04,0,1
114,193,7.92e-06,0,1
115,129,5.95e-05,1,1
115,139,4.26e-06,1,1
115,145,4.00e-03,1,1
115,155,7.48e-04,1,1
115,171,5.19e-10,1,1
115,186,1.87e-04,1,1
116,10,1.40e-03,1,0
116,46,3.22e-03,1,0
116,63,3.79e-04,1,0
116,88,1.06e-06,1,0
116,111,8.01e-08,1,0
117,34,2.12e-09,1,0
117,45,4.43e-03,1,0
117,46,5.82e-06,1,0
117,63,5.60e-04,1,0
117,85,8.83e-06,1,0
117,111,6.91e-08,1,0
118,120,6.20e-08,1,1
118,148,1.37e-03,1,1
118,150,3.63e-03,1,1
118,161,1.31e-09,1,1
119,137,4.16e-06,1,1
119,178,5.00e-03,1,1
120,68,1.26e-04,1,0
120,79,4.87e-03,1,0
121,131,3.04e-03,1,1
121,138,1.34e-08,1,1
121,154,1.92e-03,1,1
121,188,2.22e-09,1,1
121,192,5.31e-09,1,1
121,195,3.90e-05,1,1
122,116,4.42e-04,1,1
122,135,4.23e-03,1,1
122,175,3.32e-04,1,1
123,143,4.81e-03,1,1
123,151,1.42e-04,1,1
123,157,5.12e-05,1,1
123,166,1.93e-07,1,1
124,120,3.92e-07,1,1
124,148,2.17e-04,1,1
124,161,4.78e-03,1,1
125,14,1.46e-04,1,0
125,145,2.85e-10,1,1
125,179,4.84e-03,1,1
125,186,1.43e-05,1,1
126,115,3.15e-05,1,1
126,187,4.97e-03,1,1
127,122,4.98e-03,1,1
127,138,2.16e-05,1,1
127,168,2.59e-06,1,1
127,188,1.95e-10,1,1
127,191,1.19e-10,1,1
128,131,1.93e-03,1,1
128,154,3.07e-03,1,1
128,188,1.49e-10,1,1
128,192,1.83e-08,1,1
128,195,7.81e-10,1,1
129,14,4.15e-03,1,0
129,16,4.69e-06,1,0
129,61,7.93e-04,1,0
129,86,4.90e-06,1,0
129,103,4.77e-05,1,0
130,122,2.13e-06,1,1
130,132,4.14e-03,1,1
130,141,7.97e-04,1,1
130,168,1.19e-07,1,1
130,189,5.78e-05,1,1
130,191,3.36e-07,1,1
131,116,5.82e-05,1,1
131,156,4.43e-03,1,1
131,175,5.09e-04,1,1
131,180,3.02e-08,1,1
132,116,7.57e-06,1,1
132,135,5.90e-04,1,1
132,149,4.12e-06,1,1
132,175,8.90e-09,1,1
132,194,4.40e-03,1,1
133,125,4.18e-03,1,1
133,129,6.96e-04,1,1
133,139,7.59e-06,1,1
133,149,1.13e-04,1,1
133,186,1.56e-09,1,1
134,117,4.41e-03,1,1
134,136,5.57e-04,1,1
134,147,5.28e-07,1,1
134,151,1.30e-06,1,1
134,157,2.43e-10,1,1
134,159,2.51e-06,1,1
134,166,2.52e-06,1,1
134,194,2.32e-05,1,1
135,16,3.57e-10,1,0
135,63,2.11e-09,1,0
135,88,1.41e-05,1,0
135,111,4.99e-03,1,0
136,20,2.04e-06,1,0
136,36,5.00e-03,1,0
136,45,1.07e-07,1,0
136,78,3.91e-08,1,0
136,85,5.43e-08,1,0
137,1,5.80e-10,1,0
137,4,3.41e-06,1,0
137,17,5.00e-03,1,0
138,116,4.12e-03,1,1
138,117,2.52e-06,1,1
138,147,5.80e-04,1,1
138,175,2.99e-04,1,1
139,14,2.27e-06,1,0
139,16,4.45e-05,1,0
139,76,1.14e-06,1,0
139,103,4.95e-03,1,0
140,143,1.52e-04,1,1
140,151,3.58e-04,1,1
140,157,2.39e-05,1,1
140,166,4.47e-03,1,1
141,129,5.65e-10,1,1
141,135,3.10e-07,1,1
141,139,6.96e-08,1,1
141,145,7.51e-04,1,1
141,155,3.67e-03,1,1
141,171,5.74e-04,1,1
141,182,1.03e-07,1,1
141,186,4.15e-09,1,1
142,49,4.77e-03,1,0
142,72,2.32e-04,1,0
143,21,1.88e-04,1,0
143,76,7.70e-10,1,0
143,92,6.44e-08,1,0
143,198,4.81e-03,1,1
144,156,5.66e-04,1,1
144,180,3.06e-07,1,1
144,181,4.43e-03,1,1
145,16,1.38e-03,1,0
145,44,1.52e-03,1,0
145,86,2.10e-03,1,0
146,120,1.11e-07,1,1
146,160,3.23e-05,1,1
146,174,4.97e-03,1,1
147,10,3.10e-09,1,0
147,34,2.04e-08,1,0
147,45,5.67e-04,1,0
147,46,3.91e-04,1,0
147,63,4.04e-03,1,0
147,85,8.03e-08,1,0
147,111,1.25e-07,1,0
148,68,9.87e-08,1,0
148,79,1.95e-09,1,0
148,142,4.99e-03,1,1
148,181,6.23e-06,1,1
149,14,7.01e-04,1,0
149,21,6.44e-04,1,0
149,76,3.65e-03,1,0
149,92,6.09e-10,1,0
150,142,1.18e-06,1,1
150,156,1.47e-07,1,1
150,180,5.00e-03,1,1
150,181,3.67e-07,1,1
151,21,5.05e-04,1,0
151,76,8.46e-04,1,0
151,92,3.65e-03,1,0
152,115,1.37e-07,1,1
152,132,5.68e-05,1,1
152,141,1.67e-08,1,1
152,187,8.57e-10,1,1
152,189,4.94e-03,1,1
153,120,1.18e-07,1,1
153,160,4.97e-03,1,1
153,161,3.40e-05,1,1
153,166,4.95e-09,1,1
154,117,5.53e-04,1,1
154,147,4.42e-03,1,1
154,159,2.63e-05,1,1
154,178,2.65e-06,1,1
155,16,3.57e-03,1,0
155,44,1.35e-03,1,0
155,86,7.56e-05,1,0
156,1,1.07e-03,1,0
156,33,3.93e-03,1,0
156,72,3.11e-10,1,0
157,21,3.15e-03,1,0
157,76,4.98e-04,1,0
157,92,1.35e-03,1,0
158,154,1.45e-09,1,1
158,188,8.05e-07,1,1
158,192,5.00e-03,1,1
159,17,3.87e-09,1,0
159,34,5.00e-03,1,0
159,36,1.73e-07,1,0
159,78,1.66e-09,1,0
160,20,5.00e-03,1,0
160,58,2.75e-08,1,0
160,68,4.56e-09,1,0
160,79,2.36e-06,1,0
161,58,1.80e-07,1,0
161,68,4.87e-03,1,0
161,79,1.23e-04,1,0
161,142,3.79e-06,1,1
161,181,2.14e-07,1,1
162,122,1.96e-05,1,1
162,138,4.98e-03,1,1
162,188,7.41e-07,1,1
162,195,5.72e-10,1,1
163,160,7.73e-07,1,1
163,174,3.14e-05,1,1
163,176,4.97e-03,1,1
164,132,1.11e-08,1,1
164,134,1.36e-06,1,1
164,188,5.00e-03,1,1
165,115,4.74e-03,1,1
165,125,2.52e-04,1,1
165,187,7.25e-06,1,1
166,58,5.00e-03,1,0
166,85,2.81e-06,1,0
166,92,3.04e-09,1,0
167,143,4.00e-05,1,1
167,195,4.96e-03,1,1
168,21,3.96e-10,1,0
168,135,8.36e-05,1,1
168,171,5.03e-05,1,1
168,182,4.87e-03,1,1
169,125,4.65e-07,1,1
169,129,2.39e-05,1,1
169,139,9.24e-05,1,1
169,149,4.88e-03,1,1
170,143,1.98e-09,1,1
170,151,3.67e-03,1,1
170,157,1.33e-03,1,1
171,8,2.08e-06,1,0
171,22,5.43e-10,1,0
171,40,6.49e-08,1,0
171,44,2.13e-03,1,0
171,88,2.87e-03,1,0
172,115,2.28e-04,1,1
172,125,5.65e-04,1,1
172,141,4.20e-03,1,1
172,191,3.73e-06,1,1
173,163,5.00e-03,1,1
173,188,1.94e-07,1,1
174,20,2.75e-09,1,0
174,36,1.78e-06,1,0
174,78,5.00e-03,1,0
175,10,3.60e-03,1,0
175,46,1.38e-03,1,0
175,63,1.54e-05,1,0
175,88,8.32e-06,1,0
175,111,1.97e-10,1,0
176,4,5.00e-03,1,0
176,17,2.02e-06,1,0
176,36,1.76e-09,1,0
176,78,1.55e-06,1,0
177,119,4.99e-03,1,1
177,154,4.75e-06,1,1
177,192,1.22e-06,1,1
178,1,3.93e-03,1,0
178,17,1.19e-06,1,0
178,33,1.05e-03,1,0
178,49,1.73e-08,1,0
178,72,1.37e-05,1,0
179,44,6.94e-07,1,0
179,61,2.01e-03,1,0
179,83,4.91e-06,1,0
179,86,1.42e-05,1,0
179,90,2.97e-03,1,0
179,96,1.14e-08,1,0
180,1,5.92e-08,1,0
180,33,1.42e-05,1,0
180,49,2.32e-04,1,0
180,72,4.75e-03,1,0
181,1,1.45e-10,1,0
181,8,2.86e-10,1,0
181,33,2.92e-08,1,0
181,60,5.00e-03,1,0
182,8,2.87e-03,1,0
182,40,2.15e-05,1,0
182,88,2.11e-03,1,0
183,131,4.50e-08,1,1
183,144,1.44e-03,1,1
183,148,3.38e-03,1,1
183,150,3.35e-06,1,1
183,161,1.82e-04,1,1
184,119,5.51e-06,1,1
184,131,3.24e-05,1,1
184,144,3.56e-03,1,1
184,148,3.56e-05,1,1
184,150,1.37e-03,1,1
184,161,3.34e-09,1,1
185,151,8.26e-04,1,1
185,157,3.60e-03,1,1
185,194,5.78e-04,1,1
186,16,1.02e-07,1,0
186,44,5.63e-08,1,0
186,61,2.20e-03,1,0
186,86,2.80e-03,1,0
187,129,4.17e-03,1,1
187,139,8.30e-04,1,1
187,145,9.00e-08,1,1
187,149,6.10e-08,1,1
187,155,5.22e-09,1,1
187,186,6.15e-07,1,1
188,117,3.14e-05,1,1
188,136,1.17e-09,1,1
188,147,1.25e-07,1,1
188,159,4.97e-03,1,1
188,176,3.37e-08,1,1
189,129,1.07e-05,1,1
189,135,9.92e-05,1,1
189,139,4.07e-03,1,1
189,145,2.47e-04,1,1
189,155,5.77e-04,1,1
189,186,4.05e-08,1,1
190,122,3.74e-06,1,1
190,143,2.30e-07,1,1
190,157,7.99e-10,1,1
190,168,4.99e-03,1,1
190,191,2.02e-06,1,1
190,195,1.62e-07,1,1
191,21,5.11e-04,1,0
191,155,5.56e-10,1,1
191,171,4.38e-03,1,1
191,182,1.13e-04,1,1
192,137,4.99e-03,1,1
192,159,1.88e-06,1,1
192,176,3.76e-06,1,1
193,129,4.12e-05,1,1
193,179,1.60e-04,1,1
193,186,4.80e-03,1,1
194,45,3.19e-06,1,0
194,85,4.98e-03,1,0
194,111,1.19e-05,1,0
195,116,3.73e-04,1,1
195,135,2.47e-09,1,1
195,175,3.86e-03,1,1
195,181,5.59e-04,1,1
195,182,1.99e-05,1,1
195,198,1.88e-04,1,1
196,120,5.00e-03,1,1
196,148,9.36e-07,1,1
197,151,6.90e-10,1,1
197,157,2.11e-07,1,1
197,168,4.71e-06,1,1
197,191,5.00e-03,1,1
198,8,2.13e-03,1,0
198,40,2.87e-03,1,0
199,136,4.44e-03,1,1
199,159,8.33e-09,1,1
199,166,5.31e-04,1,1
199,176,2.73e-05,1,1
