i,j,val,ci,cj
32,31,7.01e-05,0,0
32,32,4.48e-03,0,0
32,101,1.04e-08,0,0
33,1,4.40e-04,0,0
33,33,4.56e-03,0,0
34,10,9.72e-09,0,0
34,34,5.00e-03,0,0
34,46,4.18e-10,0,0
34,186,1.68e-10,0,1
35,35,5.00e-03,0,0
36,36,4.97e-03,0,0
36,144,2.86e-10,0,1
36,186,3.10e-05,0,1
37,149,5.00e-03,0,1
38,11,2.14e-03,0,0
38,38,2.86e-03,0,0
39,114,1.53e-08,0,0
39,167,5.00e-03,0,1
40,13,1.09e-05,0,0
40,40,3.99e-03,0,0
40,123,1.00e-03,0,1
41,41,5.00e-03,0,0
41,64,5.21e-07,0,0
42,13,3.32e-10,0,0
42,42,5.00e-03,0,0
43,43,5.00e-03,0,0
44,44,5.00e-03,0,0
45,45,5.00e-03,0,0
45,63,6.73e-09,0,0
45,85,2.82e-09,0,0
45,111,2.11e-07,0,0
46,10,6.34e-06,0,0
46,34,3.47e-10,0,0
46,46,4.99e-03,0,0
46,63,7.12e-10,0,0
47,47,5.00e-03,0,0
47,105,6.41e-09,0,0
48,22,1.47e-03,0,0
48,48,3.53e-03,0,0
49,72,2.24e-03,0,0
49,182,2.76e-03,0,1
50,50,3.69e-03,0,0
50,55,1.31e-03,0,0
50,94,1.92e-06,0,0
51,12,3.34e-07,0,0
51,51,5.00e-03,0,0
52,12,1.02e-06,0,0
52,52,5.00e-03,0,0
53,53,4.73e-03,0,0
53,192,2.72e-04,0,1
54,19,1.24e-05,0,0
54,54,4.99e-03,0,0
54,94,3.64e-08,0,0
55,29,2.42e-08,0,0
55,50,1.31e-03,0,0
55,55,3.69e-03,0,0
55,94,7.52e-09,0,0
56,56,5.00e-03,0,0
57,108,1.38e-03,0,0
57,185,3.62e-03,0,1
58,58,5.00e-03,0,0
58,68,3.30e-07,0,0
58,79,5.02e-08,0,0
59,59,5.00e-03,0,0
60,60,5.00e-03,0,0
61,61,5.00e-03,0,0
61,96,2.57e-08,0,0
62,62,5.00e-03,0,0
63,45,8.51e-09,0,0
63,46,6.87e-10,0,0
63,63,5.00e-03,0,0
64,41,5.00e-07,0,0
64,64,5.00e-03,0,0
64,192,6.27e-08,0,1
65,65,3.49e-03,0,0
65,84,1.50e-03,0,0
65,193,6.47e-06,0,1
66,66,4.83e-03,0,0
66,82,1.66e-04,0,0
67,67,5.00e-03,0,0
68,58,2.07e-07,0,0
68,68,3.41e-03,0,0
68,79,1.59e-03,0,0
69,30,1.39e-07,0,0
69,69,5.00e-03,0,0
69,99,9.89e-10,0,0
70,70,5.00e-03,0,0
71,71,4.06e-03,0,0
71,84,3.12e-10,0,0
71,110,9.37e-04,0,0
71,193,2.38e-09,0,1
72,72,2.76e-03,0,0
72,182,2.24e-03,0,1
73,26,4.89e-07,0,0
73,73,5.00e-03,0,0
74,74,5.00e-03,0,0
74,77,4.55e-10,0,0
74,114,7.77e-10,0,0
75,2,9.24e-09,0,0
75,75,5.00e-03,0,0
76,14,5.35e-10,0,0
76,21,2.44e-05,0,0
76,76,3.22e-03,0,0
76,92,1.76e-03,0,0
77,74,5.38e-10,0,0
77,77,5.00e-03,0,0
78,36,3.10e-05,0,0
78,186,4.97e-03,0,1
79,58,3.15e-08,0,0
79,68,1.59e-03,0,0
79,79,3.41e-03,0,0
80,80,5.00e-03,0,0
81,53,2.72e-04,0,0
81,64,3.24e-08,0,0
81,192,4.73e-03,0,1
82,66,1.66e-04,0,0
82,82,4.83e-03,0,0
83,83,5.00e-03,0,0
83,90,4.19e-10,0,0
84,65,1.50e-03,0,0
84,71,2.49e-10,0,0
84,84,3.24e-03,0,0
84,110,6.40e-10,0,0
84,193,2.63e-04,0,1
85,45,2.73e-09,0,0
85,85,5.00e-03,0,0
85,111,1.06e-07,0,0
86,86,5.00e-03,0,0
86,124,2.61e-06,0,1
87,87,5.00e-03,0,0
88,10,6.54e-08,0,0
88,88,5.00e-03,0,0
89,89,5.00e-03,0,0
90,5,1.95e-06,0,0
90,90,5.00e-03,0,0
91,29,3.83e-06,0,0
91,91,5.00e-03,0,0
92,21,8.53e-06,0,0
92,76,1.76e-03,0,0
92,92,3.23e-03,0,0
93,12,1.24e-10,0,0
93,93,5.00e-03,0,0
94,50,2.01e-06,0,0
94,54,2.17e-08,0,0
94,55,7.86e-09,0,0
94,94,5.00e-03,0,0
95,23,2.37e-10,0,0
95,95,5.00e-03,0,0
95,106,2.57e-09,0,0
96,61,2.51e-08,0,0
96,96,5.00e-03,0,0
97,3,9.52e-10,0,0
97,71,4.26e-10,0,0
97,97,5.00e-03,0,0
98,65,6.47e-06,0,0
98,71,1.90e-09,0,0
98,84,2.63e-04,0,0
98,110,1.31e-07,0,0
98,193,4.73e-03,0,1
99,99,3.94e-03,0,0
99,104,2.01e-04,0,0
99,107,8.64e-04,0,0
100,100,5.00e-03,0,0
101,7,1.92e-09,0,0
101,31,1.67e-09,0,0
101,32,3.94e-08,0,0
101,101,5.00e-03,0,0
102,23,1.30e-03,0,0
102,102,3.70e-03,0,0
103,103,5.00e-03,0,0
104,99,2.01e-04,0,0
104,104,3.61e-03,0,0
104,107,1.19e-03,0,0
105,47,6.28e-09,0,0
105,105,5.00e-03,0,0
106,95,3.02e-09,0,0
106,106,5.00e-03,0,0
107,99,8.64e-04,0,0
107,104,1.19e-03,0,0
107,107,2.95e-03,0,0
108,108,3.62e-03,0,0
108,185,1.38e-03,0,1
109,104,1.27e-09,0,0
109,109,5.00e-03,0,0
110,71,9.37e-04,0,0
110,84,8.00e-10,0,0
110,110,4.06e-03,0,0
110,193,1.64e-07,0,1
111,45,2.06e-07,0,0
111,85,1.07e-07,0,0
111,111,5.00e-03,0,0
112,52,1.46e-10,0,0
112,112,5.00e-03,0,0
113,113,5.00e-03,0,0
114,74,6.99e-10,0,0
114,114,5.00e-03,0,0
114,167,1.53e-08,0,1
115,115,4.74e-03,1,1
115,141,1.82e-05,1,1
115,187,1.01e-07,1,1
115,189,2.42e-04,1,1
116,116,2.66e-03,1,1
116,135,5.42e-10,1,1
116,147,1.49e-09,1,1
116,175,2.34e-03,1,1
117,117,3.30e-03,1,1
117,147,1.66e-03,1,1
117,159,2.45e-10,1,1
117,194,4.31e-05,1,1
118,118,4.97e-03,1,1
118,196,3.41e-05,1,1
119,119,5.00e-03,1,1
119,154,2.34e-10,1,1
120,120,5.00e-03,1,1
120,160,1.65e-10,1,1
120,161,1.41e-10,1,1
121,39,4.13e-10,1,0
121,121,3.77e-03,1,1
121,128,1.23e-03,1,1
122,122,4.97e-03,1,1
122,168,2.61e-05,1,1
123,8,4.50e-03,1,0
123,140,5.01e-04,1,1
123,170,2.37e-06,1,1
124,16,5.00e-03,1,0
124,153,1.34e-08,1,1
124,183,4.69e-07,1,1
125,115,8.63e-10,1,1
125,125,5.00e-03,1,1
126,126,4.97e-03,1,1
126,165,3.40e-05,1,1
127,127,4.99e-03,1,1
127,130,9.69e-06,1,1
127,162,2.14e-10,1,1
127,164,1.82e-09,1,1
128,121,1.23e-03,1,1
128,128,3.77e-03,1,1
128,158,1.52e-08,1,1
129,78,5.25e-05,1,0
129,129,4.92e-03,1,1
129,139,4.59e-06,1,1
129,145,1.70e-05,1,1
129,155,1.28e-06,1,1
130,127,9.70e-06,1,1
130,130,4.99e-03,1,1
130,164,1.17e-06,1,1
131,20,3.70e-09,1,0
131,131,5.00e-03,1,1
132,57,1.53e-09,1,0
132,132,5.00e-03,1,1
133,133,3.99e-03,1,1
133,169,9.76e-04,1,1
133,187,3.86e-05,1,1
134,134,4.96e-03,1,1
134,199,4.47e-05,1,1
135,116,1.98e-09,1,1
135,135,5.00e-03,1,1
135,139,7.28e-10,1,1
135,175,2.94e-09,1,1
136,136,5.00e-03,1,1
136,159,3.21e-06,1,1
137,137,5.00e-03,1,1
137,176,4.09e-09,1,1
138,138,5.00e-03,1,1
139,37,1.33e-09,1,0
139,129,4.58e-06,1,1
139,135,1.40e-10,1,1
139,139,4.99e-03,1,1
139,145,1.70e-07,1,1
139,155,1.17e-06,1,1
140,8,5.01e-04,1,0
140,140,4.50e-03,1,1
140,170,1.60e-07,1,1
141,115,1.83e-05,1,1
141,141,4.97e-03,1,1
141,189,1.20e-05,1,1
141,191,3.10e-06,1,1
142,142,5.00e-03,1,1
143,143,5.00e-03,1,1
143,151,7.70e-09,1,1
143,157,3.89e-08,1,1
143,195,1.63e-09,1,1
144,20,5.00e-03,1,0
144,131,3.55e-09,1,1
145,78,2.97e-05,1,0
145,129,1.70e-05,1,1
145,139,1.70e-07,1,1
145,145,3.39e-03,1,1
145,155,1.56e-03,1,1
145,171,1.12e-09,1,1
146,146,5.00e-03,1,1
147,116,1.13e-09,1,1
147,117,1.66e-03,1,1
147,147,3.31e-03,1,1
147,175,1.69e-10,1,1
147,194,3.41e-05,1,1
148,148,4.69e-03,1,1
148,150,6.02e-06,1,1
148,161,3.03e-04,1,1
149,37,5.00e-03,1,0
149,139,7.25e-09,1,1
150,148,6.02e-06,1,1
150,150,4.99e-03,1,1
150,161,1.57e-10,1,1
151,143,2.77e-09,1,1
151,151,2.91e-03,1,1
151,157,2.09e-03,1,1
151,166,9.16e-10,1,1
152,152,5.00e-03,1,1
153,16,2.00e-08,1,0
153,153,5.00e-03,1,1
154,119,2.07e-10,1,1
154,154,5.00e-03,1,1
155,78,2.81e-07,1,0
155,129,1.28e-06,1,1
155,139,1.17e-06,1,1
155,145,1.56e-03,1,1
155,155,3.44e-03,1,1
155,171,6.21e-09,1,1
156,156,4.99e-03,1,1
156,180,9.15e-06,1,1
157,143,1.40e-08,1,1
157,151,2.09e-03,1,1
157,157,2.91e-03,1,1
158,121,1.57e-10,1,1
158,128,3.97e-08,1,1
158,158,5.00e-03,1,1
158,177,5.49e-07,1,1
159,117,2.51e-09,1,1
159,136,3.21e-06,1,1
159,159,5.00e-03,1,1
160,120,2.50e-10,1,1
160,160,5.00e-03,1,1
161,148,3.03e-04,1,1
161,150,1.57e-10,1,1
161,161,4.70e-03,1,1
162,127,3.93e-10,1,1
162,162,5.00e-03,1,1
163,163,5.00e-03,1,1
163,199,9.84e-10,1,1
164,127,1.84e-09,1,1
164,130,1.19e-06,1,1
164,164,5.00e-03,1,1
165,126,3.40e-05,1,1
165,165,4.97e-03,1,1
166,151,3.98e-09,1,1
166,166,5.00e-03,1,1
167,39,5.00e-03,1,0
167,121,1.90e-09,1,1
167,190,6.97e-10,1,1
168,122,2.60e-05,1,1
168,168,4.97e-03,1,1
168,191,1.15e-06,1,1
169,133,9.76e-04,1,1
169,169,3.87e-03,1,1
169,187,1.59e-04,1,1
170,8,2.41e-06,1,0
170,140,1.62e-07,1,1
170,170,5.00e-03,1,1
171,49,5.75e-04,1,0
171,145,1.75e-09,1,1
171,155,9.67e-09,1,1
171,171,4.42e-03,1,1
171,198,6.23e-10,1,1
172,172,5.00e-03,1,1
173,173,5.00e-03,1,1
174,174,5.00e-03,1,1
175,116,2.34e-03,1,1
175,135,8.05e-10,1,1
175,147,2.22e-10,1,1
175,175,2.66e-03,1,1
176,137,4.00e-09,1,1
176,176,5.00e-03,1,1
177,158,5.67e-07,1,1
177,177,5.00e-03,1,1
178,178,5.00e-03,1,1
179,78,3.07e-07,1,0
179,179,5.00e-03,1,1
180,156,9.15e-06,1,1
180,180,4.99e-03,1,1
181,181,5.00e-03,1,1
182,49,4.42e-03,1,0
182,171,5.75e-04,1,1
182,198,1.25e-07,1,1
183,16,4.03e-07,1,0
183,183,4.93e-03,1,1
183,184,7.07e-05,1,1
184,183,7.07e-05,1,1
184,184,4.93e-03,1,1
185,57,5.00e-03,1,0
185,132,1.54e-09,1,1
186,78,4.92e-03,1,0
186,129,5.25e-05,1,1
186,145,2.97e-05,1,1
186,155,2.81e-07,1,1
186,179,1.97e-07,1,1
187,115,6.06e-08,1,1
187,133,3.87e-05,1,1
187,169,1.59e-04,1,1
187,187,4.80e-03,1,1
187,189,2.29e-07,1,1
188,81,9.33e-05,1,0
188,188,4.91e-03,1,1
189,115,2.42e-04,1,1
189,141,1.19e-05,1,1
189,187,3.80e-07,1,1
189,189,4.75e-03,1,1
190,39,6.01e-10,1,0
190,190,5.00e-03,1,1
190,197,2.79e-06,1,1
191,141,3.34e-06,1,1
191,168,9.41e-07,1,1
191,191,5.00e-03,1,1
192,81,4.91e-03,1,0
192,188,9.33e-05,1,1
193,98,5.00e-03,1,0
194,117,4.31e-05,1,1
194,147,3.41e-05,1,1
194,194,4.92e-03,1,1
195,143,3.05e-09,1,1
195,195,5.00e-03,1,1
196,118,3.41e-05,1,1
196,196,4.97e-03,1,1
197,190,2.79e-06,1,1
197,197,5.00e-03,1,1
198,49,2.14e-07,1,0
198,171,1.07e-09,1,1
198,198,5.00e-03,1,1
199,134,4.47e-05,1,1
199,163,3.21e-10,1,1
199,199,4.96e-03,1,1
